student_id,RegEventId,semester_credits,SGPA,CGPA_to_date
15032,671,23.00,2.74,2.74
15033,671,23.00,5.70,5.70
15034,671,23.00,5.48,5.48
15035,671,23.00,3.48,3.48
15036,671,23.00,5.61,5.61
15037,671,23.00,4.35,4.35
15038,671,23.00,3.30,3.30
15039,671,23.00,4.30,4.30
1504,12,26.00,6.65,6.65
15040,671,23.00,5.43,5.43
15041,671,23.00,6.43,6.43
15042,671,23.00,5.74,5.74
15043,671,23.00,4.61,4.61
15044,671,23.00,7.87,7.87
15045,671,23.00,5.78,5.78
15046,671,23.00,6.26,6.26
15047,671,23.00,4.57,4.57
15048,671,23.00,3.35,3.35
15049,671,23.00,3.96,3.96
1505,12,26.00,7.58,7.58
15050,671,23.00,4.78,4.78
15051,671,23.00,5.39,5.39
15052,671,23.00,5.00,5.00
15053,671,23.00,3.39,3.39
15054,671,23.00,4.48,4.48
15055,671,23.00,6.17,6.17
15056,671,23.00,6.13,6.13
15057,671,23.00,5.00,5.00
15058,671,23.00,6.43,6.43
15059,671,23.00,3.52,3.52
1506,12,26.00,6.00,6.00
15060,671,23.00,4.35,4.35
15061,671,23.00,3.43,3.43
15062,671,23.00,6.13,6.13
15063,671,23.00,5.52,5.52
15064,671,23.00,6.39,6.39
15065,671,23.00,5.39,5.39
15066,671,23.00,5.52,5.52
15067,671,23.00,6.91,6.91
15068,671,23.00,3.57,3.57
15069,671,23.00,4.35,4.35
1507,12,26.00,7.31,7.31
15070,671,23.00,5.61,5.61
15071,671,23.00,3.61,3.61
15072,671,23.00,4.48,4.48
15073,671,23.00,4.70,4.70
15074,671,23.00,4.35,4.35
15075,671,23.00,5.52,5.52
15076,671,23.00,4.74,4.74
15077,671,23.00,5.39,5.39
15078,671,23.00,5.09,5.09
15079,671,23.00,4.83,4.83
1508,12,26.00,8.12,8.12
15080,671,23.00,3.91,3.91
15081,671,23.00,6.00,6.00
15082,671,23.00,5.48,5.48
15083,671,23.00,5.26,5.26
15084,671,23.00,5.26,5.26
15085,671,23.00,4.96,4.96
15086,671,23.00,2.48,2.48
15087,671,23.00,5.09,5.09
15088,671,23.00,4.26,4.26
15089,671,23.00,4.43,4.43
1509,12,26.00,5.42,5.42
15090,671,23.00,1.83,1.83
15091,671,23.00,5.39,5.39
15092,671,23.00,6.43,6.43
15093,671,23.00,4.74,4.74
15094,671,23.00,5.26,5.26
15095,671,23.00,5.61,5.61
15096,671,23.00,6.00,6.00
15097,671,23.00,2.78,2.78
15098,671,23.00,6.30,6.30
15099,671,23.00,3.52,3.52
151,2,26.00,6.04,6.04
1510,12,26.00,6.69,6.69
15100,671,23.00,5.35,5.35
15101,671,23.00,4.65,4.65
15102,671,23.00,6.91,6.91
15103,671,23.00,5.78,5.78
15104,671,23.00,5.65,5.65
15105,671,23.00,4.96,4.96
15106,671,23.00,4.87,4.87
15107,671,23.00,6.65,6.65
15108,671,23.00,6.57,6.57
15109,671,23.00,6.52,6.52
1511,12,26.00,6.27,6.27
15110,671,23.00,4.65,4.65
15111,671,23.00,6.65,6.65
15112,671,23.00,6.91,6.91
15113,671,23.00,4.17,4.17
1512,12,26.00,5.65,5.65
1513,12,26.00,7.38,7.38
1514,12,26.00,8.69,8.69
1515,12,26.00,8.19,8.19
1516,12,26.00,5.54,5.54
1517,12,26.00,8.54,8.54
1518,12,26.00,7.27,7.27
1519,12,26.00,4.77,4.77
152,2,26.00,6.35,6.35
1520,12,26.00,5.58,5.58
1521,12,26.00,4.00,4.00
1522,12,26.00,7.69,7.69
1523,12,26.00,7.00,7.00
1524,12,26.00,6.54,6.54
1525,12,26.00,5.35,5.35
1526,12,26.00,6.38,6.38
1527,12,26.00,7.00,7.00
1528,12,26.00,7.27,7.27
1529,12,26.00,7.88,7.88
153,2,26.00,5.35,5.35
1530,12,26.00,8.85,8.85
1531,12,26.00,7.85,7.85
1532,12,26.00,5.19,5.19
1533,12,26.00,4.27,4.27
1534,12,26.00,4.85,4.85
1536,12,26.00,8.92,8.92
1537,12,26.00,5.77,5.77
1538,12,26.00,5.69,5.69
1539,12,26.00,5.62,5.62
15397,678,27.00,5.63,5.63
15398,678,27.00,4.59,4.59
15399,678,27.00,6.85,6.85
154,2,26.00,4.85,4.85
1540,12,26.00,9.19,9.19
15400,678,27.00,5.15,5.15
15401,678,27.00,5.59,5.59
15402,678,27.00,6.11,6.11
15403,678,27.00,5.15,5.15
15404,678,27.00,4.96,4.96
15405,678,27.00,5.56,5.56
15406,678,27.00,4.70,4.70
15407,678,27.00,4.04,4.04
15408,678,27.00,4.00,4.00
15409,678,27.00,1.48,1.48
1541,12,26.00,7.46,7.46
15410,678,27.00,6.41,6.41
15411,678,27.00,6.59,6.59
15412,678,27.00,6.59,6.59
15413,678,27.00,3.59,3.59
15414,678,27.00,5.81,5.81
15415,678,27.00,5.15,5.15
15416,678,27.00,5.15,5.15
15417,678,27.00,5.93,5.93
15418,678,27.00,4.74,4.74
15419,678,27.00,4.26,4.26
1542,12,26.00,6.96,6.96
15420,678,27.00,6.93,6.93
15421,678,27.00,3.30,3.30
15422,678,27.00,4.81,4.81
15423,678,27.00,5.63,5.63
15424,678,27.00,4.41,4.41
15425,678,27.00,3.48,3.48
15426,678,27.00,4.89,4.89
15427,678,27.00,5.56,5.56
15428,678,27.00,5.70,5.70
15429,678,27.00,5.07,5.07
1543,12,26.00,6.62,6.62
15430,678,27.00,6.26,6.26
15431,678,27.00,5.00,5.00
15432,678,27.00,6.70,6.70
15433,678,27.00,6.59,6.59
15434,678,27.00,3.78,3.78
15435,678,27.00,5.30,5.30
15436,678,27.00,3.93,3.93
15437,678,27.00,4.07,4.07
15438,678,27.00,5.26,5.26
15439,678,27.00,4.44,4.44
1544,12,26.00,7.42,7.42
15440,678,27.00,4.70,4.70
15441,678,27.00,4.85,4.85
15442,678,27.00,7.00,7.00
15443,678,27.00,5.74,5.74
15444,678,27.00,4.81,4.81
15445,678,27.00,3.67,3.67
15446,678,27.00,3.44,3.44
15447,678,27.00,4.70,4.70
15448,678,27.00,5.78,5.78
15449,678,27.00,5.19,5.19
1545,12,26.00,7.12,7.12
15450,678,27.00,6.07,6.07
15451,678,27.00,7.41,7.41
15452,678,27.00,4.74,4.74
15453,678,27.00,3.89,3.89
15454,678,27.00,4.48,4.48
15455,678,27.00,5.74,5.74
15456,678,27.00,4.96,4.96
15457,678,27.00,4.19,4.19
15458,678,27.00,4.67,4.67
15459,678,27.00,4.63,4.63
1546,12,26.00,6.15,6.15
15460,678,27.00,5.52,5.52
15461,678,27.00,4.78,4.78
15462,678,27.00,4.67,4.67
15463,678,27.00,4.11,4.11
15464,678,27.00,3.37,3.37
15465,678,27.00,3.81,3.81
15466,678,27.00,6.22,6.22
15467,678,27.00,3.04,3.04
15468,678,27.00,4.22,4.22
15469,678,27.00,3.78,3.78
1547,12,26.00,7.31,7.31
15470,678,27.00,5.15,5.15
15471,678,27.00,4.70,4.70
15472,678,27.00,5.52,5.52
15473,678,27.00,5.37,5.37
15474,678,27.00,5.67,5.67
15475,678,27.00,3.11,3.11
15476,678,27.00,3.59,3.59
15477,678,27.00,4.89,4.89
15478,678,27.00,6.04,6.04
15479,678,27.00,4.56,4.56
1548,12,26.00,7.92,7.92
15480,678,27.00,4.59,4.59
15481,678,27.00,5.59,5.59
15482,678,27.00,5.67,5.67
15483,678,27.00,7.15,7.15
15484,678,27.00,3.04,3.04
15485,678,27.00,5.74,5.74
15486,678,27.00,3.37,3.37
15487,679,25.00,4.44,4.44
15488,679,25.00,4.76,4.76
15489,679,25.00,3.84,3.84
1549,12,26.00,7.08,7.08
15490,679,25.00,6.60,6.60
15491,679,25.00,6.36,6.36
15492,679,25.00,4.92,4.92
15493,679,25.00,3.64,3.64
15494,679,25.00,5.28,5.28
15495,679,25.00,3.68,3.68
15496,679,25.00,3.60,3.60
15497,679,25.00,4.64,4.64
15498,679,25.00,3.96,3.96
15499,679,25.00,3.56,3.56
155,2,26.00,7.31,7.31
1550,12,26.00,7.73,7.73
15500,679,25.00,2.76,2.76
15501,679,25.00,5.20,5.20
15502,679,25.00,6.40,6.40
15503,679,25.00,4.12,4.12
15504,679,25.00,2.92,2.92
15505,679,25.00,5.28,5.28
15506,679,25.00,4.64,4.64
15507,679,25.00,5.28,5.28
15508,679,25.00,4.00,4.00
15509,679,25.00,5.84,5.84
1551,12,26.00,6.35,6.35
15510,679,25.00,5.56,5.56
15511,679,25.00,6.44,6.44
15512,679,25.00,4.96,4.96
15513,679,25.00,3.48,3.48
15514,679,25.00,5.80,5.80
15515,679,25.00,5.08,5.08
15516,679,25.00,5.48,5.48
15517,679,25.00,3.48,3.48
15518,679,25.00,5.12,5.12
15519,679,25.00,4.00,4.00
1552,12,26.00,7.23,7.23
15520,679,25.00,3.68,3.68
15521,679,25.00,6.84,6.84
15522,679,25.00,6.00,6.00
15523,679,25.00,4.92,4.92
15524,679,25.00,5.44,5.44
15525,679,25.00,6.20,6.20
15526,679,25.00,4.44,4.44
15527,679,25.00,5.40,5.40
15528,679,25.00,5.92,5.92
15529,679,25.00,5.20,5.20
1553,12,26.00,6.12,6.12
15530,679,25.00,4.44,4.44
15531,679,25.00,4.24,4.24
15532,679,25.00,5.72,5.72
15533,679,25.00,5.40,5.40
15534,679,25.00,6.76,6.76
15535,679,25.00,5.88,5.88
15536,679,25.00,6.44,6.44
15537,679,25.00,3.72,3.72
15538,679,25.00,6.72,6.72
15539,679,25.00,5.32,5.32
1554,12,26.00,6.85,6.85
15540,679,25.00,7.04,7.04
15541,679,25.00,5.84,5.84
15542,679,25.00,5.72,5.72
15543,679,25.00,5.84,5.84
15544,679,25.00,6.44,6.44
15545,679,25.00,3.68,3.68
15546,679,25.00,2.60,2.60
15547,679,25.00,6.44,6.44
15548,679,25.00,5.84,5.84
15549,679,25.00,4.88,4.88
1555,12,26.00,7.58,7.58
15550,679,25.00,5.12,5.12
15551,679,25.00,6.56,6.56
15552,679,25.00,1.68,1.68
15553,679,25.00,4.40,4.40
15554,679,25.00,6.12,6.12
15555,679,25.00,5.16,5.16
15556,679,25.00,5.88,5.88
15557,679,25.00,5.92,5.92
15558,679,25.00,4.40,4.40
15559,679,25.00,2.64,2.64
1556,12,26.00,8.65,8.65
15560,679,25.00,3.72,3.72
15561,679,25.00,6.12,6.12
15562,679,25.00,6.68,6.68
15563,679,25.00,6.00,6.00
15564,679,25.00,4.52,4.52
15565,679,25.00,5.48,5.48
15566,679,25.00,6.04,6.04
15567,679,25.00,4.92,4.92
15568,679,25.00,4.48,4.48
15569,679,25.00,6.24,6.24
1557,12,26.00,6.85,6.85
15570,679,25.00,2.96,2.96
15571,679,25.00,5.32,5.32
15572,679,25.00,5.12,5.12
15573,679,25.00,6.40,6.40
1558,12,26.00,7.35,7.35
1559,12,26.00,5.73,5.73
156,2,26.00,7.81,7.81
1560,12,26.00,7.00,7.00
1561,12,26.00,8.00,8.00
1562,12,26.00,6.27,6.27
1563,12,26.00,7.73,7.73
1564,12,26.00,4.77,4.77
1565,12,26.00,6.62,6.62
1566,12,26.00,6.54,6.54
1567,12,26.00,7.62,7.62
1568,12,26.00,4.38,4.38
1569,12,26.00,8.73,8.73
157,2,26.00,6.42,6.42
1570,12,26.00,6.69,6.69
1571,12,26.00,6.38,6.38
1572,12,26.00,6.58,6.58
1573,12,26.00,8.81,8.81
1574,12,26.00,6.92,6.92
1575,12,26.00,5.46,5.46
1576,12,26.00,8.46,8.46
1577,12,26.00,6.65,6.65
1578,12,26.00,7.27,7.27
1579,12,26.00,7.62,7.62
158,2,26.00,7.38,7.38
1580,12,26.00,8.46,8.46
1581,12,26.00,8.27,8.27
1582,12,26.00,6.27,6.27
1583,12,26.00,6.00,6.00
15839,686,20.00,6.35,6.35
1584,12,26.00,7.73,7.73
15840,686,20.00,6.95,6.95
15841,686,20.00,4.95,4.95
15842,686,20.00,4.75,4.75
15843,686,20.00,5.55,5.55
15844,686,20.00,7.30,7.30
15845,686,20.00,6.35,6.35
15846,686,20.00,8.30,8.30
15847,686,20.00,6.70,6.70
15848,686,20.00,8.20,8.20
15849,686,20.00,6.40,6.40
1585,12,26.00,7.15,7.15
15850,686,20.00,7.55,7.55
15851,686,20.00,8.05,8.05
15852,686,20.00,6.40,6.40
15853,686,20.00,6.85,6.85
15854,686,20.00,7.20,7.20
15855,686,20.00,7.45,7.45
15856,686,20.00,7.35,7.35
15857,686,20.00,6.45,6.45
15858,686,20.00,4.15,4.15
15859,686,20.00,5.75,5.75
1586,12,26.00,6.77,6.77
15860,686,20.00,6.30,6.30
15861,686,20.00,6.45,6.45
15862,686,20.00,5.55,5.55
15863,686,20.00,6.10,6.10
15864,686,20.00,5.55,5.55
15865,686,20.00,4.95,4.95
15866,686,20.00,6.90,6.90
15867,686,20.00,7.40,7.40
15868,686,20.00,5.10,5.10
15869,686,20.00,4.20,4.20
1587,12,26.00,8.81,8.81
15870,686,20.00,6.15,6.15
15871,686,20.00,8.25,8.25
15872,686,20.00,5.70,5.70
15873,686,20.00,8.05,8.05
15874,686,20.00,6.60,6.60
15875,686,20.00,8.25,8.25
15876,686,20.00,4.10,4.10
15877,686,20.00,7.80,7.80
15878,686,20.00,7.20,7.20
15879,686,20.00,7.20,7.20
1588,12,26.00,7.38,7.38
15880,686,20.00,5.80,5.80
15881,686,20.00,7.50,7.50
15882,686,20.00,6.90,6.90
15883,686,20.00,4.30,4.30
15884,686,20.00,8.50,8.50
15885,686,20.00,6.15,6.15
15886,686,20.00,6.85,6.85
15887,686,20.00,7.10,7.10
15888,686,20.00,8.45,8.45
15889,686,20.00,4.20,4.20
1589,12,26.00,6.35,6.35
15890,686,20.00,7.05,7.05
15891,686,20.00,6.65,6.65
15892,686,20.00,7.50,7.50
15893,686,20.00,6.30,6.30
15894,686,20.00,6.75,6.75
15895,686,20.00,7.95,7.95
15896,686,20.00,8.10,8.10
15897,686,20.00,7.50,7.50
15898,686,20.00,7.50,7.50
15899,686,20.00,6.10,6.10
159,2,26.00,7.62,7.62
1590,12,26.00,5.69,5.69
15900,686,20.00,8.05,8.05
15901,686,20.00,6.55,6.55
15902,686,20.00,7.10,7.10
15903,686,20.00,6.55,6.55
15904,686,20.00,7.75,7.75
15905,686,20.00,5.00,5.00
15906,686,20.00,8.20,8.20
15907,686,20.00,5.10,5.10
15908,686,20.00,6.85,6.85
15909,686,20.00,6.30,6.30
1591,12,26.00,3.35,3.35
15910,686,20.00,7.80,7.80
15911,686,20.00,6.00,6.00
15912,686,20.00,5.95,5.95
15913,687,17.00,7.59,7.59
15914,687,17.00,4.59,4.59
15915,687,17.00,6.12,6.12
15916,687,17.00,5.12,5.12
15917,687,17.00,6.88,6.88
15918,687,17.00,7.18,7.18
15919,687,17.00,6.35,6.35
1592,12,26.00,5.15,5.15
15920,687,17.00,8.59,8.59
15921,687,17.00,6.35,6.35
15922,687,17.00,7.94,7.94
15923,687,17.00,8.76,8.76
15924,687,17.00,6.06,6.06
15925,687,17.00,6.29,6.29
15926,687,17.00,8.41,8.41
15927,687,17.00,8.29,8.29
15928,687,17.00,6.88,6.88
15929,687,17.00,7.29,7.29
1593,12,26.00,7.58,7.58
15930,687,17.00,6.59,6.59
15931,687,17.00,5.18,5.18
15932,687,17.00,6.71,6.71
15933,687,17.00,1.18,1.18
15934,687,17.00,6.00,6.00
15935,687,17.00,6.71,6.71
15936,687,17.00,7.88,7.88
15937,687,17.00,7.41,7.41
15938,687,17.00,6.18,6.18
15939,687,17.00,6.06,6.06
1594,12,26.00,6.81,6.81
15940,687,17.00,8.00,8.00
15941,687,17.00,7.41,7.41
15942,687,17.00,7.94,7.94
15943,687,17.00,5.65,5.65
15944,687,17.00,6.65,6.65
15945,687,17.00,8.35,8.35
15946,687,17.00,6.18,6.18
15947,687,17.00,6.71,6.71
15948,687,17.00,6.76,6.76
15949,687,17.00,7.47,7.47
1595,12,26.00,8.88,8.88
15950,687,17.00,6.00,6.00
15951,687,17.00,6.59,6.59
15952,687,17.00,6.82,6.82
15953,687,17.00,5.29,5.29
15954,687,17.00,8.94,8.94
15955,687,17.00,8.29,8.29
15956,687,17.00,6.71,6.71
15957,687,17.00,8.06,8.06
15958,687,17.00,8.41,8.41
15959,687,17.00,6.18,6.18
1596,12,26.00,6.00,6.00
15960,687,17.00,6.41,6.41
15961,687,17.00,5.29,5.29
15962,687,17.00,8.76,8.76
15963,687,17.00,7.06,7.06
15964,687,17.00,5.82,5.82
15965,687,17.00,6.41,6.41
15966,687,17.00,3.35,3.35
15967,687,17.00,4.94,4.94
15968,687,17.00,6.53,6.53
15969,687,17.00,8.24,8.24
1597,12,26.00,7.77,7.77
15970,687,17.00,2.29,2.29
15971,687,17.00,8.59,8.59
15972,687,17.00,6.47,6.47
15973,687,17.00,6.29,6.29
15974,687,17.00,4.59,4.59
15975,687,17.00,7.94,7.94
15976,687,17.00,6.35,6.35
15977,687,17.00,5.59,5.59
15978,687,17.00,7.59,7.59
15979,687,17.00,7.35,7.35
1598,12,26.00,6.77,6.77
15980,687,17.00,4.94,4.94
15981,687,17.00,7.18,7.18
15982,687,17.00,4.76,4.76
15983,687,17.00,7.71,7.71
15984,687,17.00,6.47,6.47
15985,687,17.00,6.71,6.71
15986,687,17.00,9.35,9.35
15987,687,17.00,9.12,9.12
15988,687,17.00,6.18,6.18
15989,687,17.00,6.71,6.71
1599,12,26.00,5.27,5.27
15990,687,17.00,7.24,7.24
15991,687,17.00,7.71,7.71
15992,687,17.00,5.12,5.12
15993,687,17.00,6.35,6.35
15994,687,17.00,5.47,5.47
15995,687,17.00,9.18,9.18
15996,687,17.00,7.35,7.35
15997,687,17.00,6.35,6.35
15998,687,17.00,6.88,6.88
15999,687,17.00,7.29,7.29
16,2,26.00,5.46,5.46
160,2,26.00,5.46,5.46
1600,12,26.00,6.23,6.23
1601,12,26.00,7.00,7.00
1602,12,26.00,4.81,4.81
1603,12,26.00,4.92,4.92
1604,12,26.00,7.38,7.38
1605,12,26.00,8.15,8.15
1607,12,26.00,6.92,6.92
1608,12,26.00,7.54,7.54
1609,12,26.00,6.69,6.69
161,2,26.00,9.12,9.12
1610,12,26.00,8.50,8.50
1611,12,26.00,7.46,7.46
1612,12,26.00,6.19,6.19
1613,12,26.00,7.77,7.77
1614,12,26.00,9.12,9.12
1615,12,26.00,6.46,6.46
1616,12,26.00,7.73,7.73
1617,12,26.00,6.77,6.77
1618,12,26.00,6.69,6.69
1619,12,26.00,8.00,8.00
162,2,26.00,6.65,6.65
1620,12,26.00,4.92,4.92
1621,12,26.00,6.73,6.73
1622,12,26.00,6.46,6.46
1623,12,26.00,5.46,5.46
1624,12,26.00,8.23,8.23
16249,694,16.00,5.63,5.63
1625,12,26.00,5.31,5.31
16250,694,16.00,6.56,6.56
16251,694,16.00,5.88,5.88
16252,694,16.00,6.25,6.25
16253,694,16.00,7.38,7.38
16254,694,16.00,7.06,7.06
16255,694,16.00,6.94,6.94
16256,694,16.00,4.88,4.88
16257,694,16.00,4.00,4.00
16258,694,16.00,5.19,5.19
16259,694,16.00,5.13,5.13
1626,12,26.00,7.46,7.46
16260,694,16.00,6.81,6.81
16261,694,16.00,6.94,6.94
16262,694,16.00,8.19,8.19
16263,694,16.00,7.50,7.50
16264,694,16.00,7.25,7.25
16265,694,16.00,5.31,5.31
16266,694,16.00,3.94,3.94
16267,694,16.00,5.88,5.88
16268,694,16.00,9.00,9.00
16269,694,16.00,7.31,7.31
1627,12,26.00,6.54,6.54
16270,694,16.00,5.00,5.00
16271,694,16.00,3.56,3.56
16272,694,16.00,4.50,4.50
16273,694,16.00,6.88,6.88
16274,694,16.00,5.31,5.31
16275,694,16.00,5.50,5.50
16276,694,16.00,7.81,7.81
16277,694,16.00,7.06,7.06
16278,694,16.00,7.31,7.31
16279,694,16.00,9.06,9.06
1628,12,26.00,7.08,7.08
16280,694,16.00,7.13,7.13
16281,694,16.00,5.25,5.25
16282,694,16.00,7.63,7.63
16283,694,16.00,6.50,6.50
16284,694,16.00,7.00,7.00
16285,694,16.00,8.06,8.06
16286,694,16.00,7.06,7.06
16287,694,16.00,5.56,5.56
16288,694,16.00,7.44,7.44
16289,694,16.00,6.94,6.94
1629,12,26.00,8.04,8.04
16290,694,16.00,5.75,5.75
16291,694,16.00,7.25,7.25
16292,694,16.00,6.13,6.13
16293,694,16.00,5.00,5.00
16294,694,16.00,8.31,8.31
16295,694,16.00,4.75,4.75
16296,694,16.00,5.31,5.31
16297,694,16.00,7.94,7.94
16298,694,16.00,6.56,6.56
16299,694,16.00,5.69,5.69
163,2,26.00,7.92,7.92
1630,12,26.00,7.08,7.08
16300,694,16.00,8.06,8.06
16301,694,16.00,8.88,8.88
16302,694,16.00,6.19,6.19
16303,694,16.00,4.69,4.69
16304,694,16.00,7.31,7.31
16305,694,16.00,5.50,5.50
16306,694,16.00,6.50,6.50
16307,694,16.00,7.81,7.81
16308,694,16.00,7.63,7.63
16309,694,16.00,7.06,7.06
1631,12,26.00,7.12,7.12
16310,694,16.00,5.56,5.56
16311,694,16.00,5.13,5.13
16312,694,16.00,6.19,6.19
16313,694,16.00,6.00,6.00
16314,694,16.00,2.13,2.13
16315,694,16.00,7.38,7.38
16316,694,16.00,5.63,5.63
16317,694,16.00,6.31,6.31
16318,694,16.00,4.81,4.81
16319,694,16.00,8.06,8.06
1632,12,26.00,8.31,8.31
16320,694,16.00,5.31,5.31
16321,694,16.00,7.50,7.50
16322,694,16.00,7.25,7.25
16323,695,17.00,8.35,8.35
16324,695,17.00,8.88,8.88
16325,695,17.00,8.00,8.00
16326,695,17.00,7.59,7.59
16327,695,17.00,6.59,6.59
16328,695,17.00,9.12,9.12
16329,695,17.00,5.65,5.65
1633,12,26.00,6.50,6.50
16330,695,17.00,8.24,8.24
16331,695,17.00,4.00,4.00
16332,695,17.00,7.71,7.71
16333,695,17.00,7.41,7.41
16334,695,17.00,9.18,9.18
16335,695,17.00,6.35,6.35
16336,695,17.00,7.47,7.47
16337,695,17.00,8.18,8.18
16338,695,17.00,6.00,6.00
16339,695,17.00,7.71,7.71
1634,12,26.00,6.08,6.08
16340,695,17.00,8.53,8.53
16341,695,17.00,7.88,7.88
16342,695,17.00,4.47,4.47
16343,695,17.00,6.71,6.71
16344,695,17.00,8.00,8.00
16345,695,17.00,6.82,6.82
16346,695,17.00,5.24,5.24
16347,695,17.00,8.18,8.18
16348,695,17.00,6.94,6.94
16349,695,17.00,8.29,8.29
1635,12,26.00,5.85,5.85
16350,695,17.00,7.06,7.06
16351,695,17.00,8.88,8.88
16352,695,17.00,5.41,5.41
16353,695,17.00,5.47,5.47
16354,695,17.00,4.65,4.65
16355,695,17.00,8.65,8.65
16356,695,17.00,8.41,8.41
16357,695,17.00,7.29,7.29
16358,695,17.00,7.71,7.71
16359,695,17.00,3.06,3.06
1636,12,26.00,8.08,8.08
16360,695,17.00,6.59,6.59
16361,695,17.00,7.18,7.18
16362,695,17.00,5.24,5.24
16363,695,17.00,7.94,7.94
16364,695,17.00,6.94,6.94
16365,695,17.00,5.06,5.06
16366,695,17.00,5.35,5.35
16367,695,17.00,8.41,8.41
16368,695,17.00,7.12,7.12
16369,695,17.00,5.24,5.24
1637,12,26.00,6.58,6.58
16370,695,17.00,4.82,4.82
16371,695,17.00,8.24,8.24
16372,695,17.00,7.47,7.47
16373,695,17.00,6.18,6.18
16374,695,17.00,7.00,7.00
16375,695,17.00,6.94,6.94
16376,695,17.00,7.71,7.71
16377,695,17.00,6.18,6.18
16378,695,17.00,7.29,7.29
16379,695,17.00,7.29,7.29
1638,12,26.00,5.81,5.81
16380,695,17.00,6.18,6.18
16381,695,17.00,8.76,8.76
16382,695,17.00,7.88,7.88
16383,695,17.00,9.53,9.53
16384,695,17.00,7.00,7.00
16385,695,17.00,7.82,7.82
16386,695,17.00,4.94,4.94
16387,695,17.00,7.29,7.29
16388,695,17.00,7.59,7.59
16389,695,17.00,7.12,7.12
1639,12,26.00,5.08,5.08
16390,695,17.00,7.76,7.76
16391,695,17.00,6.29,6.29
16392,695,17.00,8.82,8.82
16393,695,17.00,6.41,6.41
16394,695,17.00,5.94,5.94
16395,695,17.00,7.06,7.06
16396,695,17.00,9.18,9.18
16397,695,17.00,5.94,5.94
16398,695,17.00,5.41,5.41
16399,695,17.00,9.00,9.00
164,2,26.00,7.88,7.88
1640,12,26.00,6.77,6.77
16400,695,17.00,4.24,4.24
16401,695,17.00,7.82,7.82
16402,695,17.00,8.24,8.24
16403,695,17.00,6.88,6.88
16404,695,17.00,7.18,7.18
16405,695,17.00,4.88,4.88
16406,695,17.00,8.12,8.12
16407,695,17.00,5.41,5.41
16408,695,17.00,8.00,8.00
16409,695,17.00,7.00,7.00
1641,12,26.00,6.77,6.77
1642,12,26.00,4.62,4.62
1643,12,26.00,7.08,7.08
1644,12,26.00,5.31,5.31
1645,12,26.00,5.69,5.69
1646,12,26.00,5.04,5.04
1647,12,26.00,5.88,5.88
1648,12,26.00,8.23,8.23
1649,12,26.00,8.04,8.04
165,2,26.00,4.69,4.69
1650,12,26.00,8.46,8.46
1651,12,26.00,6.73,6.73
1652,12,26.00,6.85,6.85
1653,12,26.00,6.46,6.46
1654,12,26.00,8.58,8.58
1655,12,26.00,5.46,5.46
1656,12,26.00,7.04,7.04
1657,12,26.00,7.88,7.88
1658,12,26.00,8.00,8.00
1659,12,26.00,8.27,8.27
166,2,26.00,6.27,6.27
1660,12,26.00,8.69,8.69
1661,12,26.00,5.77,5.77
1662,12,26.00,7.00,7.00
1663,12,26.00,8.04,8.04
1665,12,26.00,8.42,8.42
1666,12,26.00,7.00,7.00
1667,12,26.00,5.54,5.54
1668,12,26.00,7.58,7.58
1669,12,26.00,5.31,5.31
167,2,26.00,6.38,6.38
1670,12,26.00,6.81,6.81
1671,12,26.00,3.35,3.35
1672,12,26.00,8.42,8.42
1673,12,26.00,7.77,7.77
1674,12,26.00,7.08,7.08
1675,12,26.00,6.65,6.65
1676,12,26.00,6.38,6.38
1677,12,26.00,7.58,7.58
1678,12,26.00,6.31,6.31
1679,12,26.00,5.96,5.96
168,2,26.00,7.85,7.85
1680,12,26.00,6.96,6.96
1681,12,26.00,6.92,6.92
1682,9,26.00,6.04,6.04
1683,11,26.00,6.42,6.42
169,2,26.00,6.27,6.27
17,2,26.00,5.92,5.92
170,2,26.00,8.58,8.58
171,2,26.00,5.50,5.50
172,2,26.00,6.54,6.54
173,2,26.00,4.85,4.85
174,2,26.00,6.46,6.46
175,2,26.00,5.08,5.08
176,2,26.00,7.31,7.31
177,2,26.00,7.15,7.15
178,2,26.00,4.27,4.27
17846,821,3.00,10.00,10.00
17893,905,20.00,7.45,7.45
17894,906,3.00,7.00,7.00
17895,907,2.00,8.00,8.00
17896,908,16.00,7.63,7.63
179,2,26.00,7.92,7.92
18,2,26.00,5.54,5.54
180,2,26.00,6.77,6.77
181,2,26.00,7.38,7.38
182,2,26.00,8.19,8.19
183,2,26.00,6.62,6.62
184,2,26.00,5.85,5.85
185,2,26.00,7.54,7.54
186,2,26.00,5.12,5.12
187,2,26.00,7.19,7.19
188,2,26.00,7.15,7.15
189,2,26.00,6.73,6.73
19,2,26.00,5.00,5.00
190,2,26.00,7.23,7.23
191,2,26.00,7.62,7.62
192,2,26.00,7.62,7.62
193,2,26.00,8.19,8.19
194,2,26.00,8.42,8.42
195,2,26.00,7.27,7.27
196,2,26.00,6.69,6.69
197,2,26.00,7.19,7.19
198,2,26.00,7.00,7.00
199,2,26.00,7.12,7.12
2,2,26.00,6.77,6.77
20,2,26.00,7.00,7.00
200,2,26.00,8.15,8.15
201,2,26.00,8.04,8.04
202,2,26.00,5.77,5.77
203,2,26.00,6.08,6.08
2032,25,26.00,7.04,7.04
2033,25,26.00,7.46,7.46
2034,25,26.00,6.15,6.15
